Unnamed: 0,verified,location,id,url,public_metrics,protected,party,username,name,created_at,description
107,True,"Gandhinagar,Gujarat",385909720,https://t.co/TsL5VMyTG2,"{'followers_count': 1543133, 'following_count': 153, 'tweet_count': 59677, 'listed_count': 759}",False,BJP,BJP4Gujarat,BJP Gujarat,2011-10-06T10:40:27.000Z,Official Twitter account of Bharatiya Janata Party (BJP) Gujarat Pradesh
108,True,"Haryana, India",287602729,https://t.co/YMta5pM1c0,"{'followers_count': 233578, 'following_count': 209, 'tweet_count': 51275, 'listed_count': 170}",False,BJP,BJP4Haryana,Haryana BJP,2011-04-25T09:43:19.000Z,"Official Twitter Handle of Bharatiya Janata Party #BJP, #Haryana."
109,True,Shimla,775379648,https://t.co/yCdapNakRN,"{'followers_count': 144654, 'following_count': 276, 'tweet_count': 49023, 'listed_count': 183}",False,BJP,BJP4Himachal,BJP Himachal Pradesh,2012-08-23T07:11:37.000Z,Official Twitter Account of BJP Himachal Pradesh. भारतीय जनता पार्टी हिमाचल प्रदेश।
110,True,"6-A, Deen Dayal Upadhyay Marg,",207809313,https://t.co/cjXqo5byqb,"{'followers_count': 17940418, 'following_count': 3, 'tweet_count': 228250, 'listed_count': 4393}",False,BJP,BJP4India,BJP,2010-10-26T02:19:07.000Z,"Official Twitter account of the Bharatiya Janata Party (BJP), world's largest political party. भारतीय जनता पार्टी (भाजपा)

https://t.co/d1IYtw5taF"
111,True,RANCHI JHARKHAND,2807393784,https://t.co/zHkIYoXv2F,"{'followers_count': 152359, 'following_count': 200, 'tweet_count': 40584, 'listed_count': 107}",False,BJP,BJP4Jharkhand,BJP JHARKHAND,2014-09-13T12:46:59.000Z,Official twitter account of BJP Jharkhand. Follow us on facebook @BJP4Jharkhand
112,True,Jammu & Kashmir,1864685238,https://t.co/xqcf4hdeTZ,"{'followers_count': 86430, 'following_count': 222, 'tweet_count': 52380, 'listed_count': 196}",False,BJP,BJP4JnK,BJP Jammu & Kashmir,2013-09-14T19:21:16.000Z,"Official Twitter Account of Bharatiya Janata Party, Jammu & Kashmir | Join BJP@ https://t.co/84RHmlpJTF"
113,True,"Karnataka, India",25123615,https://t.co/3v4PW7W0Oo,"{'followers_count': 453868, 'following_count': 168, 'tweet_count': 41398, 'listed_count': 438}",False,BJP,BJP4Karnataka,BJP Karnataka,2009-03-18T18:31:05.000Z,Official account of BJP Karnataka
114,True,,2297438462,https://t.co/mxdV7XZzjq,"{'followers_count': 99047, 'following_count': 86, 'tweet_count': 13452, 'listed_count': 160}",False,BJP,BJP4Keralam,BJP KERALAM,2014-01-18T07:16:36.000Z,Official Twitter account of the Bharatiya Janata Party (BJP) Kerala
115,True,"Lakshadweep, India",753133585767489536,https://t.co/uOAqSRf0WL,"{'followers_count': 43703, 'following_count': 38, 'tweet_count': 2218, 'listed_count': 73}",False,BJP,BJP4Lakshadweep,BJP Lakshadweep,2016-07-13T07:46:54.000Z,Official Twitter account of the Bharatiya Janata Party (BJP) Lakshadweep
116,True,महाराष्ट्र,532895350,https://t.co/8D9RTDzbPQ,"{'followers_count': 456425, 'following_count': 156, 'tweet_count': 72147, 'listed_count': 384}",False,BJP,BJP4Maharashtra,भाजपा महाराष्ट्र,2012-03-22T06:56:02.000Z,Official Twitter Account of BJP Maharashtra महाराष्ट्र भाजपाचे अधिकृत ट्विटर खातं 🙏🏻 https://t.co/P7zgrrKgbD
117,True,,753125213206970368,https://t.co/HBXKtppO8l,"{'followers_count': 65026, 'following_count': 52, 'tweet_count': 9702, 'listed_count': 101}",False,BJP,BJP4Manipur,BJP Manipur,2016-07-13T07:13:38.000Z,Official Twitter account of the Bharatiya Janata Party (BJP) Manipur State.
118,True,,758217021918179328,https://t.co/q4ucRcuxYI,"{'followers_count': 56749, 'following_count': 46, 'tweet_count': 2264, 'listed_count': 82}",False,BJP,BJP4Meghalaya,BJP Meghalaya,2016-07-27T08:26:40.000Z,Official BJP Meghalaya twitter account
119,True,,758217962176282624,https://t.co/RXYYKPj3hQ,"{'followers_count': 31508, 'following_count': 46, 'tweet_count': 3084, 'listed_count': 83}",False,BJP,BJP4Mizoram,BJP Mizoram,2016-07-27T08:30:23.000Z,Official BJP Mizoram Twitter Account
120,True,"Bhopal, MadhyaPradesh",1618490684,https://t.co/IvDIBQqlqH,"{'followers_count': 951862, 'following_count': 256, 'tweet_count': 40484, 'listed_count': 277}",False,BJP,BJP4MP,BJP MadhyaPradesh,2013-07-24T19:43:54.000Z,"Official Account of Bharatiya Janata Party, Madhya Pradesh, @BJP4MP"
121,True,"Nagaland, India",753128018764242946,https://t.co/1mOx2dESIU,"{'followers_count': 61230, 'following_count': 40, 'tweet_count': 12471, 'listed_count': 90}",False,BJP,BJP4Nagaland,BJP Nagaland,2016-07-13T07:24:47.000Z,Official Twitter account of the Bharatiya Janata Party (BJP) Nagaland
122,True,Odisha,1013243604,https://t.co/yd5ZLIiNue,"{'followers_count': 168013, 'following_count': 303, 'tweet_count': 92300, 'listed_count': 199}",False,BJP,BJP4Odisha,BJP Odisha,2012-12-15T13:51:39.000Z,"Official Twitter account of BJP (Odisha Pradesh) 
Facebook- https://t.co/L2jCzIo1oZ"
123,True,,753131004483760129,https://t.co/kOBnbmyakl,"{'followers_count': 23878, 'following_count': 50, 'tweet_count': 7457, 'listed_count': 62}",False,BJP,BJP4Puducherry,BJP Puducherry,2016-07-13T07:36:38.000Z,Official Twitter account of the Bharatiya Janata Party (BJP) Puducherry
124,True,"Chandigarh, India",1848033674,https://t.co/oDhciNfbjf,"{'followers_count': 73618, 'following_count': 482, 'tweet_count': 14865, 'listed_count': 130}",False,BJP,BJP4Punjab,BJP PUNJAB,2013-09-09T16:10:54.000Z,Twitter account of the Punjab Bharatiya Janata Party (BJP).
125,True,"Jaipur, India",1320141312,https://t.co/M38lOEOR5B,"{'followers_count': 718643, 'following_count': 126, 'tweet_count': 41505, 'listed_count': 349}",False,BJP,BJP4Rajasthan,BJP Rajasthan,2013-04-01T11:33:49.000Z,Official Twitter Handle of BJP Rajasthan | https://t.co/PymF3laB6T
126,True,,758219947067731968,https://t.co/vaIG1HSeww,"{'followers_count': 51164, 'following_count': 51, 'tweet_count': 2925, 'listed_count': 80}",False,BJP,BJP4Sikkim,BJP Sikkim,2016-07-27T08:38:17.000Z,Official Twitter Account of BJP Sikkim
127,True,"Tamil Nadu, India",396707695,https://t.co/I8I5XqVlQ4,"{'followers_count': 450399, 'following_count': 253, 'tweet_count': 28180, 'listed_count': 334}",False,BJP,BJP4TamilNadu,BJP Tamilnadu,2011-10-23T17:18:18.000Z,Official Twitter Account of Tamil Nadu Unit of Bharathiya Janata Party. தமிழ்நாடு பாரதிய ஜனதா கட்சியின் அதிகாரப்பூர்வ ட்விட்டர் கணக்கு.
128,True,,758217523506667520,https://t.co/c9fYT4vsdT,"{'followers_count': 190682, 'following_count': 79, 'tweet_count': 23345, 'listed_count': 145}",False,BJP,BJP4Telangana,BJP Telangana,2016-07-27T08:28:39.000Z,Official BJP Telangana Account
129,True,"Tripura, India",758219083833831424,https://t.co/Dc6SDsGffW,"{'followers_count': 81037, 'following_count': 149, 'tweet_count': 17165, 'listed_count': 94}",False,BJP,BJP4Tripura,BJP Tripura,2016-07-27T08:34:51.000Z,Official Twitter Account of BJP Tripura
130,True,Dehradun,2229508381,https://t.co/jt4NyQIsGy,"{'followers_count': 138056, 'following_count': 121, 'tweet_count': 39253, 'listed_count': 156}",False,BJP,BJP4UK,BJP Uttarakhand,2013-12-04T08:01:10.000Z,"Official Twitter Account of Bharatiya Janata Party, Uttarakhand."
131,True,"Lucknow, India",2220938808,https://t.co/wZFGfP9nRk,"{'followers_count': 3356447, 'following_count': 111, 'tweet_count': 70698, 'listed_count': 775}",False,BJP,BJP4UP,BJP Uttar Pradesh,2013-11-29T06:15:22.000Z,"Official Twitter account of Bharatiya Janata Party, Uttar Pradesh. Connect us on Instagram: https://t.co/qnRbexk8J6"
132,True,Tripura,725003596811620353,,"{'followers_count': 225128, 'following_count': 215, 'tweet_count': 20743, 'listed_count': 251}",False,BJP,BjpBiplab,Biplab Kumar Deb,2016-04-26T16:48:22.000Z,"Chief Minister of Tripura, India"
133,True,Ranchi,2187991476,https://t.co/3QXm4gFNyY,"{'followers_count': 33143, 'following_count': 149, 'tweet_count': 24210, 'listed_count': 22}",False,BJP,bjpcpsingh,CP Singh,2013-11-11T08:50:02.000Z,🇮🇳 1st - Party 2nd - Self Last | Consecutive 6th Term BJP MLA From Ranchi (1996-Present)| Ex Minister | Former Speaker | Limca Book of Record Holder for PGMS.
134,True,"Karamsad, Anand, India",1608548923,https://t.co/o3kmwv2ZE1,"{'followers_count': 21639, 'following_count': 872, 'tweet_count': 24620, 'listed_count': 36}",False,BJP,bjpdilippatel,Dilip Patel 🇮🇳,2013-07-20T15:55:02.000Z,BJP Karyakarta | Former Member of Parliament (Loksabha) - Anand  (Gujarat) | Former Minister Gov. of Gujarat | Former M.L.A ANAND (Gujarat)
135,True,"Lucknow, India",4678601036,https://t.co/ehn1fZMbu3,"{'followers_count': 379776, 'following_count': 444, 'tweet_count': 18215, 'listed_count': 160}",False,BJP,bjpdrmahendra,Dr. Mahendra Singh,2015-12-30T15:17:14.000Z,"Minister of Jal Shakti, Government of Uttar Pradesh. Member of Legislative Council (MLC)."
136,True,,486711396,https://t.co/7m82oLSCJh,"{'followers_count': 729589, 'following_count': 199, 'tweet_count': 221501, 'listed_count': 742}",False,BJP,BJPLive,BJP LIVE,2012-02-08T15:46:07.000Z,The Internet TV initiative by the BJP.
137,True,"Mumbai, India",2411128315,https://t.co/vrXxP79hJd,"{'followers_count': 13902, 'following_count': 176, 'tweet_count': 4667, 'listed_count': 41}",False,BJP,bjpprakashmehta,Prakash Mehta,2014-03-25T14:43:54.000Z,"Ex-Cabinet Minister of Housing, Labour, Mining, Heavy Industry Department, GoM | Former Guardian Minister of Raigad District | Ex 6 times MLA from Ghatkopar (E)"
138,False,India,2418493507,,"{'followers_count': 27320, 'following_count': 112, 'tweet_count': 7570, 'listed_count': 53}",False,BJP,bjpramswaroop,Ram Swaroop Sharma,2014-03-30T05:01:16.000Z,"Member of Parliament From Mandi, Himachal Pradesh https://t.co/8XohClM6AC…"
139,True,,194017030,https://t.co/j2tulbkPH9,"{'followers_count': 318450, 'following_count': 417, 'tweet_count': 39440, 'listed_count': 294}",False,BJP,bjpsamvad,भाजपा सम्वाद,2010-09-23T06:37:13.000Z,Instagram : https://t.co/KlVL2nro49
140,True,India,1664992976,https://t.co/vx5E5wfAsp,"{'followers_count': 58119, 'following_count': 1239, 'tweet_count': 3303, 'listed_count': 64}",False,BJP,BJPSanjayJoshi,Sanjay Vinayak Joshi,2013-08-12T12:41:18.000Z,"Former National General Secretary (Organization),
 BHARATIYA JANATA PARTY"
141,True,"New Delhi, India",1943733722,https://t.co/7Qglr6IBAo,"{'followers_count': 35868, 'following_count': 400, 'tweet_count': 16264, 'listed_count': 81}",False,BJP,BJPShivPShukla,Shiv Pratap Shukla,2013-10-07T10:49:45.000Z,"Former Union Minister of State (Finance) Government of India, Chief Whip (Rajya Sabha), Member Parliament (Rajya Sabha)"
142,True,Kaushambi,2436753176,https://t.co/Nuyts2UUNZ,"{'followers_count': 59425, 'following_count': 359, 'tweet_count': 36534, 'listed_count': 60}",False,BJP,BJPVinodSonkar,Vinod Sonkar,2014-04-10T09:11:31.000Z,सांसद-कौशाम्बी लोकसभा उप्र। राष्ट्रीय मंत्री- भारतीय जनता पार्टी। सभापति- लोकसभा संसदीय आचार समिति। त्रिपुरा प्रभारी- भाजपा।
143,True,New Delhi,53075131,https://t.co/LAvL2PQjiY,"{'followers_count': 536145, 'following_count': 127, 'tweet_count': 30393, 'listed_count': 269}",False,BJP,BJYM,BJYM,2009-07-02T14:21:18.000Z,"Official Twitter handle of Bharatiya Janata Yuva Morcha (BJYM), the largest youth political organization of the world. https://t.co/Vlag3Pdanv"
144,True,"New Delhi, India",1065563383,https://t.co/cjXqo5t9hJ,"{'followers_count': 374475, 'following_count': 331, 'tweet_count': 5000, 'listed_count': 246}",False,BJP,blsanthosh,B L Santhosh,2013-01-06T12:16:02.000Z,"National General Secretary (Org), BJP"
145,True,"Bengaluru, India",54936590,https://t.co/GuAHEKmhFh,"{'followers_count': 1059804, 'following_count': 155, 'tweet_count': 7718, 'listed_count': 519}",False,BJP,BSYBJP,B.S. Yediyurappa,2009-07-08T15:58:06.000Z,Former Chief Minister of Karnataka
146,True,Chimur Nagpur Mumbai,2913325168,https://t.co/J2k8b9Nkot,"{'followers_count': 2886, 'following_count': 306, 'tweet_count': 7110, 'listed_count': 9}",False,BJP,Bunty_Bhangdiya,Bunty Bhangdiya (Kirti Kumar),2014-12-10T05:56:09.000Z,Member of legislative assembly (MLA)| Chimur constituency | Member of @BJP4Maharashtra | Dist-Chandrapur |Maharashtra.
147,True,New Delhi,391901721,https://t.co/knOhzgKd8P,"{'followers_count': 489442, 'following_count': 935, 'tweet_count': 16333, 'listed_count': 420}",False,BJP,byadavbjp,Bhupender Yadav,2011-10-16T08:20:10.000Z,"Union Cabinet Minister for Environment, Forest & Climate Change; and Labour & Employment || MP (RS) || Links, retweets not endorsements."
148,True,"Gujarat, India",1617123242,,"{'followers_count': 538873, 'following_count': 213, 'tweet_count': 6506, 'listed_count': 136}",False,BJP,ChaudhryShankar,Shankar Chaudhary,2013-07-24T07:23:55.000Z,"BJP Karyakarta | Chairman, Banas Dairy, Asia’s largest cooperative dairy | Vice Chairman, Gujarat State Cooperative Bank"
149,True,"Maharashtra, India",2760043614,https://t.co/exQ37TTbud,"{'followers_count': 230245, 'following_count': 221, 'tweet_count': 14291, 'listed_count': 114}",False,BJP,ChDadaPatil,Chandrakant Patil,2014-08-23T19:53:38.000Z,President of Maharashtra BJP
150,True,Chittorgarh,2676090294,https://t.co/7xPbuPNj2U,"{'followers_count': 46461, 'following_count': 364, 'tweet_count': 44631, 'listed_count': 47}",False,BJP,cpjoshiBJP,C. P. Joshi,2014-07-24T07:33:29.000Z,Member of Parliament (Lok Sabha) from Chittorgarh (Raj.)    https://t.co/m7MNvNhGng
151,True,"Surat, Gujrat",305603067,https://t.co/Ed0B35xQc5,"{'followers_count': 344014, 'following_count': 530, 'tweet_count': 71901, 'listed_count': 586}",False,BJP,CRPaatil,C R Paatil,2011-05-26T14:06:55.000Z,"President @BJP4Gujarat, Member of Parliament-Navsari"
152,False,"Sravasti,Uttar Pradesh",117647696,https://t.co/cHQmnXtgaT,"{'followers_count': 8683, 'following_count': 83, 'tweet_count': 4809, 'listed_count': 18}",False,BJP,daddanmishra,Daddan Mishra,2010-02-26T04:58:40.000Z,"EX-Member of Parliament - Shravasti. BJP LEADER. Ex Minister, Ex MLA from Shravasti, Uttar Pradesh. Social Worker, entrepreneur."
153,True,"Vadodara, Gujarat, India",152163609,https://t.co/HzwwG072aC,"{'followers_count': 42738, 'following_count': 523, 'tweet_count': 22105, 'listed_count': 48}",False,BJP,dangarbharat,Dr. Bharat Dangar,2010-06-05T06:58:46.000Z,"Co-Spoke Person, Gujarat BJP I Ex Director, Bank Of Baroda | Ex Mayor, Vadodara City | Ex President of BJP Vadodara City | Ast. Professor, MSU"
154,True,"Surat, Gujarat, India",143388401,https://t.co/QHAwWSW5Uq,"{'followers_count': 134042, 'following_count': 540, 'tweet_count': 21534, 'listed_count': 269}",False,BJP,DarshanaJardosh,Darshana Jardosh,2010-05-13T10:02:34.000Z,"Minister of State for Railways & Textiles, Government of India | Member of Parliament, Surat Lok Sabha"
155,True,India,3261056648,,"{'followers_count': 72607, 'following_count': 214, 'tweet_count': 7761, 'listed_count': 100}",False,BJP,Dattatreya,Bandaru Dattatreya,2015-06-30T08:38:20.000Z,Governor Of Haryana.
156,True,"Maharashtra State,India",137780376,https://t.co/lp0xQtxPzJ,"{'followers_count': 5208022, 'following_count': 51, 'tweet_count': 46183, 'listed_count': 1718}",False,BJP,Dev_Fadnavis,Devendra Fadnavis,2010-04-27T18:58:50.000Z,Maharashtra’s Sevak
157,True,"Nadiad, Gujarat",591850159,https://t.co/TPjtFTUmfT,"{'followers_count': 60355, 'following_count': 415, 'tweet_count': 18203, 'listed_count': 106}",False,BJP,devusinh,Devusinh Chauhan,2012-05-27T13:59:11.000Z,"• Minister Of State For Ministry of Communications (Govt.Of India)
• Member of Parliament - Kheda (Gujarat)"
158,True,Ahmednagar,2175963973,https://t.co/RWDeiZ7Gmv,"{'followers_count': 3586, 'following_count': 463, 'tweet_count': 4355, 'listed_count': 14}",False,BJP,DilipGandhiMP,Dilip Gandhi,2013-11-05T12:15:06.000Z,Ex.Member of Parliament from Ahmednagar Constituency(Served Three Terms) | Former Union MoS for Shipping | Ex.President - BJP Ahmednagar City.
159,True,"Paschim Banga, India",4743651972,https://t.co/GDklHOyYxh,"{'followers_count': 359418, 'following_count': 118, 'tweet_count': 9530, 'listed_count': 186}",False,BJP,DilipGhoshBJP,Dilip Ghosh,2016-01-11T15:03:33.000Z,BJP - National Vice President || Member of Parliament from Medinipur II Ex- MLA
160,True,Delhi/Odisha/India,1897514666,https://t.co/ykxdxuBRel,"{'followers_count': 1716988, 'following_count': 1703, 'tweet_count': 55094, 'listed_count': 993}",False,BJP,dpradhanbjp,Dharmendra Pradhan,2013-09-23T14:45:38.000Z,"Minister of Education and Minister of Skill Development & Entrepreneurship, Government of India. Views personal. RTs not endorsement"
161,True,"Ralegaon, India",760886225997791232,https://t.co/MadXWgGF4X,"{'followers_count': 6557, 'following_count': 351, 'tweet_count': 3568, 'listed_count': 12}",False,BJP,drashokuike_mla,Dr.Ashok Uike,2016-08-03T17:13:07.000Z,"Member of Legislative Assembly Ralegaon Constituency
| President BJP S.T.Morcha Maharashtra State

| Ex- Minister of Tribal Devlopment Government of Maharashtra"
162,True,Bengaluru,2885971046,https://t.co/ddatU3rPYY,"{'followers_count': 264876, 'following_count': 328, 'tweet_count': 17925, 'listed_count': 129}",False,BJP,drashwathcn,Dr. Ashwathnarayan C. N.,2014-11-01T07:38:45.000Z,"ಜನಸೇವಕ | Minister for Higher Education; IT & BT, Science & Technology; Skill Development, Entrepreneurship & Livelihood | Former DyCM of Karnataka"
163,True,"Uttar Pradesh, Lucknow",4208714065,https://t.co/cjXqo5t9hJ,"{'followers_count': 2318793, 'following_count': 279, 'tweet_count': 6855, 'listed_count': 523}",False,BJP,drdineshbjp,Dr Dinesh Sharma BJP,2015-11-12T04:29:51.000Z,"Deputy Chief Minister Uttar Pradesh, Ex National Vice President of BJP , Ex Incharge of BJP Gujarat,Ex Mayor of Lucknow"
164,True,"Nandurbar, India",2894041754,,"{'followers_count': 13512, 'following_count': 224, 'tweet_count': 976, 'listed_count': 34}",False,BJP,DrHeena_Gavit,Dr. Heena Gavit,2014-11-08T18:53:07.000Z,"BJP National Spokesperson | Member of Parliament (Nandurbar, Maharashtra) | MD (Medicine), LLB | Traveller | Nature & Music Lover"
165,True,Rajkot,480506865,https://t.co/sWh78Er9sY,"{'followers_count': 10516, 'following_count': 741, 'tweet_count': 22424, 'listed_count': 37}",False,BJP,DrKathiria,Dr.Vallabh Kathiria,2012-02-01T15:39:38.000Z,"Chairman - Rashtriya Kamdhenu Aayog, Govt of India. Ex Minister for Health & Family Welfare; HRD And Heavy Industry & PE;Govt.of India & Member of Parliament"
166,True,"Hyderabad, India",1565619564,https://t.co/qRO49OmcuJ,"{'followers_count': 66973, 'following_count': 337, 'tweet_count': 13111, 'listed_count': 63}",False,BJP,drlaxmanbjp,Dr K Laxman,2013-07-03T12:23:36.000Z,National President - OBC Morcha @BJP4India | Former State President @BJP4Telangana | Ex-MLA Musheerabad Assembly Constituency.
167,True,Chandauli,2436708865,https://t.co/T7LMslJwEf,"{'followers_count': 450912, 'following_count': 679, 'tweet_count': 18812, 'listed_count': 336}",False,BJP,DrMNPandeyMP,Dr. Mahendra Nath Pandey,2014-04-10T08:14:40.000Z,"मंत्री, भारी उद्योग मंत्रालय, भारत सरकार, Minister for Heavy Industries, Govt. of India. सांसद - लोकसभा चन्दौली, MP - Lok Sabha Chandauli."
168,True,Karnavati,1110805057,,"{'followers_count': 410696, 'following_count': 324, 'tweet_count': 35886, 'listed_count': 124}",False,BJP,DrRutvij,Dr. Rutvij Patel,2013-01-22T06:47:31.000Z,"Co-Spokesperson, BJP Gujarat |
Ex-President, Bharatiya Janta Yuva Morcha (BJYM), Gujarat"
169,True,India,710127509946236928,https://t.co/bVVlUpHLE1,"{'followers_count': 31735, 'following_count': 795, 'tweet_count': 10145, 'listed_count': 78}",False,BJP,fskulaste,Faggan Singh Kulaste,2016-03-16T15:36:06.000Z,"Union Minister of State in the Ministry of Steel and Ministry of Rural Development | 6th term Lok Sabha MP -Mandla, Madhya Pradesh | Office-@FSKulasteOffice"
170,True,Dehradun,2318873012,https://t.co/3FvxJX7SmY,"{'followers_count': 25851, 'following_count': 132, 'tweet_count': 12228, 'listed_count': 56}",False,BJP,ganeshjoshibjp,Ganesh Joshi,2014-01-30T13:11:05.000Z,"Minister of Soldier Welfare, Industrial Development, MSME, Khadi and Village Industries, Govt. of Uttarakhand.

MLA (@bjp4Mussoorie),  Military Man 🇮🇳"
171,True,"Satna, Madhya Pradesh, India",2526662419,https://t.co/OsewTgiDQ7,"{'followers_count': 46668, 'following_count': 294, 'tweet_count': 25802, 'listed_count': 51}",False,BJP,GaneshSingh_in,Ganesh Singh,2014-05-27T05:45:43.000Z,Member of Parliament (LS)4th Term Satna (M.P)| Secretary-BJP Parliamentary Party| Ex-Zila Panchayat  Member & President Satna.
172,True,"New Delhi, India",59112159,https://t.co/T2DyphKRNL,"{'followers_count': 526188, 'following_count': 388, 'tweet_count': 28432, 'listed_count': 226}",False,BJP,gauravbh,Gaurav Bhatia गौरव भाटिया 🇮🇳,2009-07-22T12:29:43.000Z,Senior Advocate - Supreme Court | National Spokesperson BJP| Former Hony. Secretary SCBA & Addi Advocate General UP| https://t.co/4oBoU4Mo1g…
173,True,,99448420,https://t.co/7rajwVpNn0,"{'followers_count': 12279437, 'following_count': 141, 'tweet_count': 5018, 'listed_count': 3884}",False,BJP,GautamGambhir,Gautam Gambhir,2009-12-26T07:02:14.000Z,Former Cricketer. Member of Honourable Parliament (East Delhi).
174,True,"Bihar, India",1642669674,https://t.co/Tc6jiFmjb9,"{'followers_count': 1661070, 'following_count': 1304, 'tweet_count': 34379, 'listed_count': 788}",False,BJP,girirajsinghbjp,Shandilya Giriraj Singh,2013-08-03T12:03:49.000Z,| Nationalist | BJP Karyakarta | MP for Begusarai । Minister for Rural Development (@MoRD_GOI ) and Minister for Panchayati Raj ( @mopr_goi )।
175,True,"Nagpur, India Mumbai",885193506662363136,https://t.co/ipP6xKESHs,"{'followers_count': 3569, 'following_count': 174, 'tweet_count': 2354, 'listed_count': 11}",False,BJP,GirishVyasBJP,Girish Vyas,2017-07-12T17:45:52.000Z,Former MLC @BJP4Maharashtra | Spokesperson Maharashtra BJP | Former Corporator | Director - Nagpur Nagarik Sahakari Bank Ltd
176,True,noida,321380775,https://t.co/5hFxSBKoP8,"{'followers_count': 32683, 'following_count': 834, 'tweet_count': 35327, 'listed_count': 73}",False,BJP,gopalkagarwal,Gopal Krishna Agarwal,2011-06-21T13:46:26.000Z,"BJP National Spokesperson, CA, BCom(H) MA(Eco), Economic Thinker, Author, Political Activist,ExDirector IICA, Bank of Baroda & NEEPCO,Director BPCL & ICSI(IIP)"
177,True,"Jodhpur, Rajasthan",2371536685,,"{'followers_count': 456762, 'following_count': 538, 'tweet_count': 20166, 'listed_count': 324}",False,BJP,gssjodhpur,Gajendra Singh Shekhawat,2014-03-04T07:13:03.000Z,"Union Minister of Jal Shakti, Government of India. MP (Lok Sabha) Jodhpur."
178,True,,1054143836,https://t.co/3FZ8wYpDsg,"{'followers_count': 163785, 'following_count': 446, 'tweet_count': 18227, 'listed_count': 136}",False,BJP,Gupta_vijender,Vijender Gupta,2013-01-02T04:01:01.000Z,"MLA (Rohini) Member, DDA.Ex President Delhi BJP,Ex LOP Delhi,Ex Chairman MCD Standing Committee. SRCC Alumnus."
179,True,"Karol Bagh, New Delhi",2204739805,,"{'followers_count': 23354, 'following_count': 1234, 'tweet_count': 16208, 'listed_count': 21}",False,BJP,guptaravinder71,Ravinder Gupta 🇮🇳,2013-11-20T11:24:44.000Z,"BJP MLA Candidate MatiyaMahal 2020

Gen Sec BJP Delhi State 2017

Mayor North Delhi -2015

Deputy Mayor North Delhi -2013 

Chairmen Works Com Mcd 2012"
180,True,INDIA,67802523,https://t.co/C3gY4mZZBt,"{'followers_count': 126352, 'following_count': 53, 'tweet_count': 8755, 'listed_count': 340}",False,BJP,GVLNRAO,GVL Narasimha Rao,2009-08-22T03:28:20.000Z,"Member of Parliament (Rajya Sabha), BJP & Member, Standing Committee on Finance; Consultative Committee on External Affairs, Acclaimed Psephologist & Author"
181,True,"Basti, India",776685723906895872,https://t.co/zRc5weGY9B,"{'followers_count': 83444, 'following_count': 1612, 'tweet_count': 8535, 'listed_count': 37}",False,BJP,HarishD_BJP,Harish Dwivedi,2016-09-16T07:34:41.000Z,"राष्ट्रीय सचिव,भाजपा | सांसद,बस्ती(उ० प्र०) | सह प्रभारी, भाजपा बिहार | अध्यक्ष, याचिका समिति(लोक सभा) |
इंस्ट्रग्राम https://t.co/f2hzeUEDaA"
182,True,Delhi,1722800118,,"{'followers_count': 39408, 'following_count': 816, 'tweet_count': 13280, 'listed_count': 46}",False,BJP,HarishKhuranna,Harish Khurana,2013-09-02T16:35:03.000Z,@bjp4India karyakarta|@bjp4Delhi Spokesperson | Also Incharge of BJP Delhi Media Relations|Proud to be son of late shri Madan Lal Khurana
183,True,"Chennai, India",3306088051,https://t.co/bD1PFq2ePX,"{'followers_count': 647964, 'following_count': 619, 'tweet_count': 8587, 'listed_count': 296}",False,BJP,HRajaBJP,H Raja,2015-08-04T13:21:12.000Z,"Official Twitter Account of Shri.H Raja | Nationalist | Ex-MLA from Karaikudi Assembly Constituency , Tamil Nadu."
184,True,"GANDHINAGAR, GUJARAT ",416542960,,"{'followers_count': 182095, 'following_count': 957, 'tweet_count': 11860, 'listed_count': 124}",False,BJP,IKJadejaBJP,I.K.JADEJA,2011-11-19T20:56:08.000Z,"🔸Former Cabinet Minister,Government of Gujarat 🔸Former Vice President,state Bjp 🔸Tweets Personal,retweets r not Endorsement 🔸"
185,True,"Gandhinagar, Gujarat.",613537399,,"{'followers_count': 477818, 'following_count': 473, 'tweet_count': 7105, 'listed_count': 154}",False,BJP,imBhupendrasinh,Bhupendrasinh Chudasama,2012-06-20T15:42:37.000Z,"MLA - Dholka, Gujarat, India"
186,True,Ahmedabad,285101065,https://t.co/TsL5VMhiOu,"{'followers_count': 250030, 'following_count': 4088, 'tweet_count': 49671, 'listed_count': 131}",False,BJP,iPankajShukla,Dr. Pankaj Shukla,2011-04-20T14:43:39.000Z,"Former Convener, IT & Social Media Department, @BJP4Gujarat, Ex. President @BJYM_Ahmedabad, Ex ABVP, Senate & Syndicate Member, Gujarat University."
187,True,"Bardoli, India",729749154356826112,https://t.co/nLkW8WmsaC,"{'followers_count': 27459, 'following_count': 845, 'tweet_count': 7172, 'listed_count': 27}",False,BJP,IshwarParmarMLA,𝐈𝐬𝐡𝐰𝐚𝐫 𝐏𝐚𝐫𝐦𝐚𝐫,2016-05-09T19:05:31.000Z,"MLA-169 Bardoli Constituency,EX-Cabinet Minister,Department of Social Justice & Empowerment (2017) @Bjp4Gujarat."
